net,length_um
_01231_,6.81
_07176_,6.81
_00075_,6.805
_03104_,6.79
_02583_,6.78
_03831_,6.78
_04259_,6.78
_06241_,6.78
_06840_,6.78
_06879_,6.78
_07356_,6.78
_08568_,6.78
_08924_,6.78
_08953_,6.78
_09539_,6.78
_10631_,6.78
_11063_,6.78
net722,6.78
net1033,6.78
input_tdata[29],6.77
input_tdata[6],6.77
net397,6.765
_00092_,6.76
_00150_,6.76
_00294_,6.76
_01076_,6.76
_01094_,6.76
_01098_,6.76
_01302_,6.76
_01425_,6.76
_02391_,6.76
_03301_,6.76
_04379_,6.76
_04549_,6.76
_04569_,6.76
_04609_,6.76
_04623_,6.76
_05042_,6.76
_05924_,6.76
_06583_,6.76
_06852_,6.76
_07028_,6.76
_07295_,6.76
_07441_,6.76
_07568_,6.76
_07988_,6.76
_08451_,6.76
_08675_,6.76
_09890_,6.76
_10294_,6.76
_11609_,6.76
top_inst.deskew_buff_inst.col_input\[116\],6.76
top_inst.deskew_buff_inst.col_input\[81\],6.76
net949,6.76
net1028,6.76
_07370_,6.755
_10728_,6.755
_00455_,6.745
_00134_,6.74
_01274_,6.74
_01541_,6.74
_02143_,6.74
_02720_,6.74
_04078_,6.74
_04243_,6.74
_05799_,6.74
_06042_,6.74
_06045_,6.74
_07266_,6.74
_08597_,6.74
_08825_,6.74
_08883_,6.74
_09802_,6.74
_11082_,6.74
_11502_,6.74
top_inst.deskew_buff_inst.row\[2\].delayed_pass.shift_reg\[0\]\[24\],6.74
_00356_,6.735
_04945_,6.735
_05508_,6.73
_09651_,6.73
_00420_,6.725
_01033_,6.725
_01124_,6.725
_07138_,6.725
_01341_,6.72
_02074_,6.72
_02608_,6.72
_02732_,6.72
_02812_,6.72
_03304_,6.72
_03388_,6.72
_03683_,6.72
_03754_,6.72
_03757_,6.72
_04125_,6.72
_04594_,6.72
_04682_,6.72
_04722_,6.72
_04754_,6.72
_04822_,6.72
_04862_,6.72
_05109_,6.72
_05363_,6.72
_05908_,6.72
_06051_,6.72
_06363_,6.72
_06768_,6.72
_06835_,6.72
_06837_,6.72
_06959_,6.72
_07141_,6.72
_07449_,6.72
_07487_,6.72
_07936_,6.72
_08603_,6.72
_09724_,6.72
_09765_,6.72
_09784_,6.72
_10226_,6.72
_11206_,6.72
_11209_,6.72
_11717_,6.72
top_inst.axis_out_inst.out_buff_data\[107\],6.72
top_inst.axis_out_inst.out_buff_data\[43\],6.72
top_inst.deskew_buff_inst.col_input\[19\],6.72
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[2\]\[2\],6.72
net1026,6.72
net1055,6.72
_02944_,6.71
_03963_,6.71
_00403_,6.705
_00479_,6.705
_00922_,6.7
_02967_,6.7
_03535_,6.7
_04523_,6.7
_06457_,6.7
_08719_,6.7
_08821_,6.7
_10759_,6.7
_10819_,6.7
_11732_,6.7
top_inst.deskew_buff_inst.col_input\[109\],6.7
_00165_,6.685
_00193_,6.685
_00436_,6.685
_00616_,6.685
_00645_,6.685
_01051_,6.685
net338,6.685
_01046_,6.66
_01804_,6.66
_02248_,6.66
_02652_,6.66
_03545_,6.66
_03651_,6.66
_03875_,6.66
_05562_,6.66
_07403_,6.66
_07567_,6.66
_09122_,6.66
_09423_,6.66
_10708_,6.66
net840,6.66
net1052,6.66
_11098_,6.655
_11390_,6.655
_08548_,6.65
_00084_,6.64
_01597_,6.64
_01803_,6.64
_02330_,6.64
_02648_,6.64
_03283_,6.64
_03386_,6.64
_03878_,6.64
_03962_,6.64
_04309_,6.64
_04470_,6.64
_05094_,6.64
_05144_,6.64
_05181_,6.64
_05350_,6.64
_05401_,6.64
_05910_,6.64
_06436_,6.64
_06623_,6.64
_06873_,6.64
_07532_,6.64
_07697_,6.64
_07817_,6.64
_07944_,6.64
_08550_,6.64
_08570_,6.64
_08645_,6.64
_09021_,6.64
_09049_,6.64
_09246_,6.64
_09247_,6.64
_09694_,6.64
_10386_,6.64
_10567_,6.64
_10815_,6.64
_11000_,6.64
_11297_,6.64
_11330_,6.64
_11416_,6.64
top_inst.valid_pipe\[7\],6.64
net751,6.64
_00569_,6.62
_01322_,6.62
_01542_,6.62
_03857_,6.62
_05467_,6.62
_05973_,6.62
_06505_,6.62
_04545_,6.615
_01942_,6.61
_01296_,6.6
_01366_,6.6
_02238_,6.6
_02740_,6.6
_02924_,6.6
_03324_,6.6
_04131_,6.6
_04512_,6.6
_04520_,6.6
_04608_,6.6
_04621_,6.6
_04794_,6.6
_04888_,6.6
_04896_,6.6
_04966_,6.6
_04988_,6.6
_05160_,6.6
_05252_,6.6
_05821_,6.6
_06018_,6.6
_06288_,6.6
_06326_,6.6
_06696_,6.6
_06805_,6.6
_06912_,6.6
_06915_,6.6
_06960_,6.6
_07422_,6.6
_07423_,6.6
_07738_,6.6
_07831_,6.6
_08790_,6.6
_09620_,6.6
_09873_,6.6
_10093_,6.6
_10510_,6.6
_11072_,6.6
_11264_,6.6
_11598_,6.6
_11725_,6.6
net740,6.6
_01983_,6.58
_02948_,6.58
_04323_,6.58
_08433_,6.58
_08720_,6.58
_10062_,6.58
_04760_,6.57
_00402_,6.565
_06770_,6.565
_00459_,6.56
_03839_,6.56
_04978_,6.56
_00108_,6.54
_01134_,6.54
_01551_,6.54
_02576_,6.54
_02673_,6.54
_02937_,6.54
_03017_,6.54
_03411_,6.54
_03840_,6.54
_04289_,6.54
_06107_,6.54
_07868_,6.54
_08715_,6.54
_09909_,6.54
net625,6.54
_01498_,6.52
_01682_,6.52
_01832_,6.52
_01960_,6.52
_04462_,6.52
_05119_,6.52
_05161_,6.52
_05549_,6.52
_07825_,6.52
_09042_,6.52
_09158_,6.52
_09842_,6.52
_10390_,6.52
_10734_,6.52
_10880_,6.52
net1091,6.52
_02461_,6.515
_01724_,6.505
_00113_,6.5
_01871_,6.5
_03640_,6.5
_03726_,6.5
_04203_,6.5
_08556_,6.5
_10381_,6.5
_04242_,6.495
_01798_,6.49
_00087_,6.485
_00514_,6.485
_00664_,6.485
_00708_,6.485
_01900_,6.48
_02138_,6.48
_02979_,6.48
_03600_,6.48
_04055_,6.48
_04436_,6.48
_04480_,6.48
_05397_,6.48
_06933_,6.48
_09491_,6.48
_10415_,6.48
_10849_,6.48
_11241_,6.48
_11571_,6.47
_00588_,6.465
_00691_,6.465
_00728_,6.465
_00799_,6.465
_00832_,6.465
_00836_,6.465
net305,6.465
net502,6.465
_03768_,6.45
_00683_,6.445
_00701_,6.445
_00117_,6.44
_00173_,6.44
_00287_,6.44
_00322_,6.44
_00364_,6.44
_00423_,6.44
_03286_,6.44
_06780_,6.44
_08191_,6.44
_08249_,6.44
_09293_,6.44
net1016,6.44
_00307_,6.425
_00627_,6.425
net565,6.425
_02930_,6.42
_03367_,6.42
_07016_,6.42
_07566_,6.42
_08270_,6.42
_08744_,6.42
_10529_,6.42
_10643_,6.42
_10676_,6.42
net234,6.42
_04161_,6.415
_07199_,6.415
_00658_,6.405
_01627_,6.4
_02026_,6.4
_02521_,6.4
_02760_,6.4
_03762_,6.4
_03931_,6.4
_04115_,6.4
_04788_,6.4
_05319_,6.4
_05387_,6.4
_05903_,6.4
_06031_,6.4
_06119_,6.4
_06362_,6.4
_06432_,6.4
_06788_,6.4
_07287_,6.4
_07301_,6.4
_07644_,6.4
_08184_,6.4
_08304_,6.4
_08405_,6.4
_08524_,6.4
_09069_,6.4
_09159_,6.4
_09962_,6.4
_10309_,6.4
_10331_,6.4
_10523_,6.4
_10560_,6.4
_10634_,6.4
_10801_,6.4
_11053_,6.4
top_inst.grid_inst.data_path_wires\[16\]\[0\],6.4
net755,6.4
_00327_,6.385
_05332_,6.38
_05436_,6.38
_05487_,6.38
_06036_,6.38
_06227_,6.38
_07894_,6.38
_10306_,6.38
_11342_,6.38
_01405_,6.37
_00032_,6.365
_00131_,6.365
_00222_,6.365
_00303_,6.365
_00488_,6.365
_02502_,6.36
_03747_,6.36
_03788_,6.36
_09977_,6.36
top_inst.skew_buff_inst.row\[3\].has_delay.shift_reg\[1\]\[2\],6.36
_00760_,6.345
_04789_,6.345
input_tdata[0],6.33
_03398_,6.32
_03488_,6.32
_06718_,6.32
_08175_,6.32
_08828_,6.32
_11117_,6.32
_11359_,6.32
_03517_,6.315
_04166_,6.31
_00050_,6.3
_00185_,6.3
_00632_,6.3
_00976_,6.3
_01172_,6.3
_01184_,6.3
_01883_,6.3
_02306_,6.3
_03055_,6.3
_03321_,6.3
_03508_,6.3
_03935_,6.3
_04729_,6.3
_04749_,6.3
_05589_,6.3
_05727_,6.3
_05812_,6.3
_06185_,6.3
_06928_,6.3
_06991_,6.3
_07307_,6.3
_07373_,6.3
_07907_,6.3
_07911_,6.3
_08064_,6.3
_08506_,6.3
_08906_,6.3
_08987_,6.3
_10192_,6.3
_10251_,6.3
_10276_,6.3
_10352_,6.3
_10776_,6.3
_10806_,6.3
_11066_,6.3
top_inst.axis_out_inst.out_buff_data\[122\],6.3
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[0\]\[25\],6.3
net985,6.3
net1010,6.3
net1032,6.3
_11540_,6.29
_00721_,6.285
_00996_,6.285
_01409_,6.28
_01651_,6.28
_02504_,6.28
_02742_,6.28
_03505_,6.28
_03718_,6.28
_04221_,6.28
_04414_,6.28
_04452_,6.28
_05991_,6.28
_06689_,6.28
_08303_,6.28
_09317_,6.28
_09860_,6.28
_10401_,6.28
_10466_,6.28
_11010_,6.28
_11376_,6.28
_00231_,6.265
_00318_,6.265
_00319_,6.265
_00492_,6.265
_00755_,6.265
_00006_,6.26
_01401_,6.26
_01624_,6.26
_01799_,6.26
_02047_,6.26
_02085_,6.26
_03146_,6.26
_03546_,6.26
_03743_,6.26
_04206_,6.26
_04229_,6.26
_04291_,6.26
_04369_,6.26
_04495_,6.26
_04544_,6.26
_04673_,6.26
_04742_,6.26
_04764_,6.26
_04821_,6.26
_05007_,6.26
_05147_,6.26
_05231_,6.26
_05456_,6.26
_05776_,6.26
_06384_,6.26
_06406_,6.26
_06533_,6.26
_06926_,6.26
_07023_,6.26
_07116_,6.26
_09148_,6.26
_09829_,6.26
_09843_,6.26
_09881_,6.26
_09907_,6.26
_09958_,6.26
_10065_,6.26
_10524_,6.26
_10580_,6.26
_10663_,6.26
_11199_,6.26
_11719_,6.26
top_inst.deskew_buff_inst.col_input\[13\],6.26
top_inst.deskew_buff_inst.col_input\[9\],6.26
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[0\]\[7\],6.26
net1060,6.26
net252,6.26
_04976_,6.255
_01014_,6.24
_06968_,6.24
_07129_,6.24
_00019_,6.225
_00415_,6.225
_00499_,6.225
_00584_,6.225
_00624_,6.225
_00794_,6.225
_00993_,6.225
net403,6.225
net713,6.225
net778,6.225
_11602_,6.22
_00597_,6.215
_03225_,6.21
input_tready,6.21
output_tdata[122],6.21
output_tdata[27],6.21
output_tdata[70],6.21
output_tdata[85],6.21
_01150_,6.2
_02060_,6.2
_02696_,6.2
_03282_,6.2
_03483_,6.2
_05978_,6.2
_07038_,6.2
_07964_,6.2
_08392_,6.2
_08449_,6.2
_08472_,6.2
_09728_,6.2
top_inst.skew_buff_inst.row\[3\].has_delay.shift_reg\[0\]\[2\],6.2
net787,6.2
net1044,6.2
_00734_,6.185
_01305_,6.18
_01439_,6.18
_01605_,6.18
_01640_,6.18
_01686_,6.18
_01719_,6.18
_02010_,6.18
_02321_,6.18
_02588_,6.18
_02788_,6.18
_02911_,6.18
_04135_,6.18
_04405_,6.18
_04529_,6.18
_04630_,6.18
_04838_,6.18
_04971_,6.18
_06086_,6.18
_06420_,6.18
_06488_,6.18
_06497_,6.18
_06556_,6.18
_06871_,6.18
_06904_,6.18
_06975_,6.18
_07257_,6.18
_07800_,6.18
_08153_,6.18
_08165_,6.18
_08554_,6.18
_08727_,6.18
_08920_,6.18
_08956_,6.18
_08988_,6.18
_08999_,6.18
_09103_,6.18
_09353_,6.18
_10509_,6.18
_10749_,6.18
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[2\]\[20\],6.18
net690,6.18
net783,6.18
net1110,6.18
_00068_,6.16
_00901_,6.16
_01318_,6.16
_02158_,6.16
_02325_,6.16
_02435_,6.16
_02524_,6.16
_02771_,6.16
_03152_,6.16
_03973_,6.16
_04183_,6.16
_04932_,6.16
_10520_,6.16
_11014_,6.16
_11119_,6.16
_11652_,6.16
_01121_,6.14
_01135_,6.14
_01742_,6.14
_02083_,6.14
_03342_,6.14
_04171_,6.14
_04636_,6.14
_04913_,6.14
_04927_,6.14
_04937_,6.14
_05061_,6.14
_05184_,6.14
_05201_,6.14
_05523_,6.14
_05612_,6.14
_05873_,6.14
_06015_,6.14
_06144_,6.14
_06154_,6.14
_06448_,6.14
_06765_,6.14
_07026_,6.14
_07033_,6.14
_07607_,6.14
_07879_,6.14
_07947_,6.14
_08836_,6.14
_08935_,6.14
_09089_,6.14
_09536_,6.14
_09793_,6.14
_10340_,6.14
_10409_,6.14
_10710_,6.14
_10769_,6.14
_10799_,6.14
net714,6.14
net834,6.14
net1005,6.14
_03760_,6.13
_11613_,6.13
_05905_,6.12
_08847_,6.11
_10472_,6.11
_11235_,6.11
_00871_,6.105
net484,6.105
net770,6.105
net819,6.105
_00261_,6.1
_00634_,6.095
_02973_,6.09
input_tdata[11],6.09
_10982_,6.085
_00418_,6.08
_00623_,6.08
_01077_,6.08
_05458_,6.08
_07369_,6.08
_08009_,6.08
_09067_,6.08
_07727_,6.07
_10008_,6.07
_00243_,6.065
_00732_,6.065
_01646_,6.06
_01952_,6.06
_02048_,6.06
_02249_,6.06
_02828_,6.06
_02905_,6.06
_02953_,6.06
_03558_,6.06
_03687_,6.06
_03758_,6.06
_04034_,6.06
_04170_,6.06
_05693_,6.06
_06396_,6.06
_06576_,6.06
_07570_,6.06
_08115_,6.06
_08316_,6.06
_08713_,6.06
_08721_,6.06
_10490_,6.06
_10878_,6.06
_10889_,6.06
_11184_,6.06
_11232_,6.06
_11612_,6.06
net820,6.06
_11565_,6.055
_00376_,6.04
_00387_,6.04
_00954_,6.04
_03553_,6.04
_03795_,6.04
_09600_,6.04
_10122_,6.04
_00180_,6.025
_00224_,6.025
_00314_,6.025
_00606_,6.025
_00642_,6.025
_00703_,6.025
_00706_,6.025
_00781_,6.025
_01021_,6.025
_01728_,6.02
_03896_,6.02
_06927_,6.02
_07828_,6.02
_08299_,6.02
_09575_,6.02
_10378_,6.02
_03860_,6.01
_07121_,6.01
_00219_,6.005
_00304_,6.005
_00382_,6.005
_00743_,6.005
_00776_,6.005
net372,6.005
net550,6.005
net703,6.005
_09897_,6
_09129_,5.99
net226,5.99
_00044_,5.98
_01126_,5.98
_07264_,5.98
_07979_,5.98
net471,5.98
net1011,5.98
net1053,5.98
input_tdata[15],5.97
output_tready,5.97
_03580_,5.96
_03974_,5.96
_04435_,5.96
_04696_,5.96
_08388_,5.96
_10086_,5.96
_10246_,5.96
_10346_,5.96
_09195_,5.955
_00628_,5.945
_01356_,5.94
_01582_,5.94
_02222_,5.94
_02431_,5.94
_02446_,5.94
_02591_,5.94
_02662_,5.94
_02669_,5.94
_03066_,5.94
_03430_,5.94
_03708_,5.94
_04224_,5.94
_04425_,5.94
_04631_,5.94
_04973_,5.94
_05233_,5.94
_05473_,5.94
_05531_,5.94
_05747_,5.94
_06489_,5.94
_06514_,5.94
_06592_,5.94
_06890_,5.94
_08750_,5.94
_08762_,5.94
_09037_,5.94
_09232_,5.94
_09664_,5.94
_09878_,5.94
_10009_,5.94
_10394_,5.94
_11020_,5.94
_11594_,5.94
_00127_,5.935
_03003_,5.93
_08206_,5.93
_00679_,5.925
_00819_,5.925
_00894_,5.925
net1115,5.92
_01777_,5.9
_04184_,5.9
_05728_,5.9
top_inst.grid_inst.rows\[2\].cols\[3\].pe_inst.sum_output\[31\],5.9
_00083_,5.885
_04260_,5.875
output_tdata[102],5.87
_00400_,5.865
_00707_,5.865
net675,5.865
_01130_,5.86
_02071_,5.86
_02545_,5.86
_03005_,5.86
_03602_,5.86
_04091_,5.86
_04635_,5.86
_04872_,5.86
_05223_,5.86
_06653_,5.86
_06694_,5.86
_06882_,5.86
_06909_,5.86
_08217_,5.86
_08622_,5.86
_09985_,5.86
_11118_,5.86
_11512_,5.86
net369,5.86
net476,5.86
net489,5.86
net832,5.86
net996,5.86
net1017,5.86
net1079,5.86
_03234_,5.85
_04736_,5.85
_05811_,5.85
_00655_,5.845
_00065_,5.84
_00159_,5.84
_00182_,5.84
_00186_,5.84
_00203_,5.84
_00266_,5.84
_00293_,5.84
_00925_,5.84
_00981_,5.84
_01034_,5.84
_01060_,5.84
_01099_,5.84
_01361_,5.84
_01475_,5.84
_01680_,5.84
_02831_,5.84
_03404_,5.84
_04039_,5.84
_04209_,5.84
_04384_,5.84
_04580_,5.84
_04733_,5.84
_04737_,5.84
_05079_,5.84
_05124_,5.84
_05448_,5.84
_05534_,5.84
_05599_,5.84
_05700_,5.84
_05762_,5.84
_06484_,5.84
_06803_,5.84
_06893_,5.84
_08277_,5.84
_08533_,5.84
_08646_,5.84
_08702_,5.84
_08768_,5.84
_09738_,5.84
_09975_,5.84
_10011_,5.84
_10144_,5.84
_10162_,5.84
_10436_,5.84
_10783_,5.84
_10909_,5.84
_11006_,5.84
_11015_,5.84
_11051_,5.84
_11186_,5.84
_11321_,5.84
_11332_,5.84
_11547_,5.84
top_inst.axis_out_inst.out_buff_data\[74\],5.84
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[0\]\[29\],5.84
top_inst.grid_inst.rows\[2\].cols\[1\].pe_inst.sum_output\[2\],5.84
top_inst.skew_buff_inst.row\[3\].has_delay.shift_reg\[1\]\[3\],5.84
net748,5.84
_06252_,5.83
_00181_,5.825
_01635_,5.82
_01830_,5.82
_02475_,5.82
_02811_,5.82
_03861_,5.82
_06047_,5.82
_06422_,5.82
_06601_,5.82
_06679_,5.82
_06861_,5.82
_06908_,5.82
_07523_,5.82
_08007_,5.82
_08680_,5.82
_08813_,5.82
_09815_,5.82
_10064_,5.82
_10725_,5.82
_11491_,5.82
top_inst.skew_buff_inst.row\[2\].has_delay.shift_reg\[1\]\[7\],5.82
_11207_,5.81
_00592_,5.805
_00648_,5.805
_00672_,5.805
_00688_,5.805
_00770_,5.805
_00988_,5.805
_00965_,5.8
_00978_,5.8
_01063_,5.8
_01142_,5.8
_01155_,5.8
_01160_,5.8
_01165_,5.8
_01907_,5.8
_01948_,5.8
_02132_,5.8
_02176_,5.8
_02349_,5.8
_02572_,5.8
_02969_,5.8
_03759_,5.8
_03920_,5.8
_04640_,5.8
_04693_,5.8
_04771_,5.8
_05207_,5.8
_05847_,5.8
_05892_,5.8
_06053_,5.8
_06129_,5.8
_07688_,5.8
_08258_,5.8
_08486_,5.8
_08555_,5.8
_09183_,5.8
_09220_,5.8
_09501_,5.8
_09811_,5.8
_10053_,5.8
_10106_,5.8
_10227_,5.8
_10355_,5.8
_10807_,5.8
_11028_,5.8
_11032_,5.8
_11189_,5.8
_11538_,5.8
top_inst.axis_out_inst.out_buff_data\[67\],5.8
top_inst.deskew_buff_inst.col_input\[50\],5.8
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[2\]\[4\],5.8
top_inst.skew_buff_inst.row\[2\].has_delay.shift_reg\[0\]\[6\],5.8
top_inst.valid_pipe\[6\],5.8
net1048,5.8
net1092,5.8
_00505_,5.785
_01011_,5.785
_11217_,5.78
_01888_,5.77
_05564_,5.77
_00015_,5.765
_00043_,5.765
_00530_,5.765
_00662_,5.765
_00783_,5.765
_00802_,5.765
_01017_,5.765
net685,5.765
net851,5.765
_01586_,5.76
_07107_,5.76
_00870_,5.75
_00042_,5.74
_00107_,5.74
_00326_,5.74
_01081_,5.74
_01105_,5.74
_01110_,5.74
_01112_,5.74
_01120_,5.74
_02400_,5.74
_02609_,5.74
_02802_,5.74
_03556_,5.74
_04093_,5.74
_04235_,5.74
_04258_,5.74
_04731_,5.74
_04802_,5.74
_04825_,5.74
_05586_,5.74
_06006_,5.74
_06158_,5.74
_06228_,5.74
_06400_,5.74
_07997_,5.74
_08493_,5.74
_09174_,5.74
_10578_,5.74
_11582_,5.74
_11608_,5.74
top_inst.axis_out_inst.out_buff_data\[102\],5.74
_08745_,5.73
_01148_,5.72
_01200_,5.72
_01618_,5.72
_01853_,5.72
_01854_,5.72
_02147_,5.72
_02280_,5.72
_02281_,5.72
_02402_,5.72
_02441_,5.72
_02564_,5.72
_02699_,5.72
_02824_,5.72
_02863_,5.72
_03107_,5.72
_03120_,5.72
_04059_,5.72
_04809_,5.72
_04815_,5.72
_04866_,5.72
_04878_,5.72
_04918_,5.72
_04970_,5.72
_05083_,5.72
_05331_,5.72
_05361_,5.72
_05511_,5.72
_05688_,5.72
_06274_,5.72
_06469_,5.72
_06588_,5.72
_07246_,5.72
_07351_,5.72
_07666_,5.72
_07912_,5.72
_08148_,5.72
_08268_,5.72
_08547_,5.72
_08871_,5.72
_09008_,5.72
_09742_,5.72
_10215_,5.72
_10230_,5.72
_10337_,5.72
_10588_,5.72
_10590_,5.72
_10848_,5.72
_10939_,5.72
_11174_,5.72
_11569_,5.72
_11680_,5.72
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[0\]\[26\],5.72
net181,5.72
net733,5.72
net764,5.72
net1123,5.72
_08571_,5.715
_05590_,5.71
_00506_,5.705
_00591_,5.705
_00746_,5.7
_01111_,5.7
_03746_,5.7
_03846_,5.7
_04186_,5.7
_06454_,5.7
_07099_,5.7
_08991_,5.7
_09544_,5.7
_11481_,5.7
net330,5.7
net176,5.695
_03944_,5.69
_01431_,5.68
_01587_,5.68
_02235_,5.68
_02585_,5.68
_02639_,5.68
_02759_,5.68
_03155_,5.68
_03662_,5.68
_03803_,5.68
_03900_,5.68
_03975_,5.68
_04101_,5.68
_04466_,5.68
_04694_,5.68
_04716_,5.68
_04738_,5.68
_04767_,5.68
_04992_,5.68
_05003_,5.68
_05103_,5.68
_05190_,5.68
_05653_,5.68
_06536_,5.68
_06870_,5.68
_07067_,5.68
_07955_,5.68
_08121_,5.68
_08918_,5.68
_08961_,5.68
_08963_,5.68
_09177_,5.68
_10566_,5.68
_10569_,5.68
_10967_,5.68
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[2\]\[21\],5.68
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[0\]\[3\],5.68
net950,5.68
net1024,5.68
_06925_,5.675
_00437_,5.645
_00495_,5.645
net571,5.645
net607,5.645
_00353_,5.64
_00527_,5.64
_00552_,5.64
_00678_,5.64
_00232_,5.62
_00286_,5.62
_00464_,5.62
_00644_,5.62
_00752_,5.62
_00890_,5.62
_01257_,5.62
_01526_,5.62
_05241_,5.62
_05341_,5.62
_06444_,5.62
_06549_,5.62
_06603_,5.62
_07008_,5.62
_07658_,5.62
_09921_,5.62
_11048_,5.62
_11144_,5.62
_11159_,5.62
_02618_,5.615
_00026_,5.605
_01711_,5.6
_01894_,5.6
_02352_,5.6
_03013_,5.6
_03214_,5.6
_03264_,5.6
_03267_,5.6
_03316_,5.6
_03533_,5.6
_03905_,5.6
_05167_,5.6
_07447_,5.6
_07851_,5.6
_08223_,5.6
_08291_,5.6
_08928_,5.6
_09015_,5.6
_09097_,5.6
_09128_,5.6
_09642_,5.6
_09647_,5.6
_09659_,5.6
_10476_,5.6
_11062_,5.6
_00822_,5.58
_01020_,5.58
_01530_,5.58
_02628_,5.58
_06849_,5.58
_08974_,5.58
_00880_,5.56
_01567_,5.56
_01771_,5.56
_04396_,5.56
_04813_,5.56
_05705_,5.56
_06087_,5.56
_06450_,5.56
_07974_,5.56
_09314_,5.56
_00166_,5.545
_00375_,5.545
net275,5.545
output_tdata[0],5.53
output_tdata[101],5.53
output_tdata[110],5.53
output_tdata[113],5.53
output_tdata[115],5.53
output_tdata[42],5.53
output_tdata[65],5.53
output_tdata[75],5.53
_00013_,5.52
_02243_,5.52
_02598_,5.52
_05899_,5.52
net1022,5.52
net1080,5.52
_00509_,5.505
_00666_,5.505
_01068_,5.505
_00442_,5.5
_01336_,5.5
_07778_,5.5
_11083_,5.5
_11110_,5.5
net214,5.5
net1103,5.5
net1105,5.5
_10478_,5.495
_03445_,5.485
_00215_,5.48
_02039_,5.48
_02258_,5.48
_02791_,5.48
_02945_,5.48
_03354_,5.48
_03895_,5.48
_05438_,5.48
_06012_,5.48
_06414_,5.48
_06586_,5.48
_06709_,5.48
_06853_,5.48
_07411_,5.48
_07596_,5.48
_08110_,5.48
_09992_,5.48
_10339_,5.48
_10427_,5.48
_11108_,5.48
_11281_,5.48
net692,5.48
_00311_,5.465
_01301_,5.46
_02192_,5.46
_04076_,5.46
_08250_,5.46
net251,5.46
_00064_,5.445
_00187_,5.445
_00392_,5.445
_00603_,5.445
_00842_,5.435
_01558_,5.435
_03918_,5.41
_07699_,5.41
input_tdata[12],5.41
input_tdata[7],5.41
net952,5.405
_00164_,5.4
_00461_,5.4
_01075_,5.4
_01091_,5.4
_02223_,5.4
_02631_,5.4
_03466_,5.4
_04175_,5.4
_04252_,5.4
_04406_,5.4
_04633_,5.4
_05001_,5.4
_06677_,5.4
_07801_,5.4
_11567_,5.4
_00133_,5.38
_00198_,5.38
_00323_,5.38
_00768_,5.38
_00937_,5.38
_01131_,5.38
_01225_,5.38
_02823_,5.38
_03467_,5.38
_03597_,5.38
_03620_,5.38
_03943_,5.38
_04043_,5.38
_04126_,5.38
_04280_,5.38
_04342_,5.38
_04796_,5.38
_04886_,5.38
_04900_,5.38
_04944_,5.38
_04986_,5.38
_05020_,5.38
_05077_,5.38
_05628_,5.38
_05742_,5.38
_06253_,5.38
_06987_,5.38
_07347_,5.38
_07549_,5.38
_08151_,5.38
_09009_,5.38
_09075_,5.38
_09134_,5.38
_09149_,5.38
_09228_,5.38
_09236_,5.38
_09313_,5.38
_09355_,5.38
_09604_,5.38
_10745_,5.38
_10894_,5.38
_11127_,5.38
_11208_,5.38
_11555_,5.38
top_inst.deskew_buff_inst.col_input\[57\],5.38
top_inst.skew_buff_inst.row\[2\].has_delay.shift_reg\[0\]\[0\],5.38
top_inst.skew_buff_inst.row\[2\].has_delay.shift_reg\[1\]\[0\],5.38
top_inst.skew_buff_inst.row\[3\].has_delay.shift_reg\[1\]\[5\],5.38
net681,5.38
net1082,5.38
_04370_,5.37
_00112_,5.365
_00172_,5.365
_00395_,5.365
_01093_,5.365
_01162_,5.365
_02362_,5.36
_02573_,5.36
_02623_,5.36
_02722_,5.36
_03042_,5.36
_03447_,5.36
_03741_,5.36
_04397_,5.36
_05215_,5.36
_05714_,5.36
_06298_,5.36
_07799_,5.36
_07873_,5.36
_08356_,5.36
_08636_,5.36
_09369_,5.36
_10720_,5.36
_10877_,5.36
_11583_,5.36
top_inst.axis_out_inst.out_buff_data\[26\],5.36
net248,5.36
_05043_,5.355
_00291_,5.345
_00859_,5.345
_01156_,5.345
_00920_,5.34
_01039_,5.34
_01056_,5.34
_01157_,5.34
_01714_,5.34
_02076_,5.34
_02106_,5.34
_03885_,5.34
_04428_,5.34
_04610_,5.34
_04706_,5.34
_04814_,5.34
_05070_,5.34
_05200_,5.34
_05647_,5.34
_06209_,5.34
_06596_,5.34
_07899_,5.34
_08081_,5.34
_08649_,5.34
_08818_,5.34
_09085_,5.34
_09179_,5.34
_09223_,5.34
_09732_,5.34
_09747_,5.34
_09757_,5.34
_10281_,5.34
_10362_,5.34
_10446_,5.34
_11334_,5.34
top_inst.deskew_buff_inst.col_input\[115\],5.34
top_inst.deskew_buff_inst.row\[2\].delayed_pass.shift_reg\[0\]\[10\],5.34
top_inst.skew_buff_inst.row\[1\].has_delay.shift_reg\[0\]\[3\],5.34
